id,min,eng
25869,Bosan jo dunia ko yang panuah jo kamunafikan,Bored of this world so full of hypocrisy.
25870,Urang kini kabanyakan sulik maharagoi urang lain,People find it hard to appreciate others nowadays.
25871,Tampek ko maimingi makan steak jo dagiang jo hargo murah. Tapi sabananyo ndak murah kalau dibandiangan jo kualitas dagiangnyo yang ndak lamak. Dagiangnyo kareh dan rasonyo amba.,"This place promised steaks and meat for a low price. But in reality, it wasn't really that low compared to the quality of the meat, which wasn't good at all. The meat was tough and had no flavur."
25872,Pagi alah berang-berang dek pelayanan di bank cabang sanur nan ndak profesional dan mangecewaan! Ndak salah banyak panilaian customer buruak.,Early morning and I'm already fuming at the Sanur bank branch's unprofessional and disappointing service. No wonder the customer reviews were all negative
25873,Pai untuak makan siang basamo 6 kaluarga nan tadiri dari urang dewasa jo anak-anak. Kami mandapekan sauang yang jauah di ateh. Tabayang kan jalan ka ateh yang sangaik mamanekan. Tampeknyo emang rancak tapi lokasi sauang yang sangaik jauah dan mamanekan manuju ka ateh. Saran wak kalau ni ka situ jan pas makan siang soalnyo pasti panuah. Harago makanan lumayan misil. Tapi pamandangannyo rancak bana.,"Went to have luch with 6 family members consisting of adults and children. We got a grotto that was far up above. Could you imagine walking to the top? Of course it was very tiring. The place was good overall, yes, but the faraway location of the grotto and the exhausting trip up was just.... My advice is if you wanna go there, don't go during lunch cuz it's sure to be full. The price was quite high. But the view was breathtaking."
25874,Steiknyo lumayan lamak. Kadai ko cocok untuak pelajar atau mahasiswa hehehe soalnyo haragonyo tajangkau. Untuak makanannyo oke kok.,"Steak's quite good. This eatery is perfect for students or uni kids hehehe cuz the price is affordable. For the food, it's okat, kay"
25875,"Manuruik wak makan di siko porsinyo banyak dan harago murah, tu makanannyo capek lo tibonyo dan tampeknyo barasiah dan lueh","In my opinion, eating here will grant you large portions for a cheap price, add to the fact that it's served quickly, too, and the place being clean and wide."
25876,"Urang indonesia tu butuah pamimpin visioner bukannyo panghibur,","Indonesian needs a visionary leader, not an entertainer"
25877,"Tong dji manyajian baragam makan dan minuman, ndak cuma teh. Yang direkomendasian: Teh poci gulo batunyo dan nasi goreang.","Tong Dji serves various food and drinks, not only tea. Recommended ones are: earthenware rock sugar tea and fried rice"
25878,"Awak bukanlah penggemar barek kambiang dek ndak tahan jo baunnyo, tapi makan di tampek ko, wak mode ndak sadang makan kambiang! Dagiangnyo labuak, lamak, dan ndak babaun, Suasana restonyo pun lamak dan nyaman","I am not a huge fan of goats since I can't stand the smell, but while eating in this place, it's as if I wasn't eating goat at all! The meat's tender, tasty, and odourless. The resto's atmosphere, too, is nice and comfy."
25879,"Awak nio nutuik kartu kredit dari bara bulan patang, mah","I've been wanting to cancel my credit card for a few months now, y'see."
25880,Yang subana-bana real indak ado settingan,"The truly real ones, no set-ups"
25881,Ndeh indosat mangacewaan. Awak nio daftar baru kok malah kanai tarif per kb? Pulsa bakurang drastis,"Man, Indoesat is so disappointing. I was just about to register but they charged me per kb? My credits just got drained"
25882,Wak mamasan jaket gunuang eiger,I ordered a mountain jacket from Eiger
25883,"Palayanan sih emang capek tapi masakannyo asal-asalan se, asal jadi asal masak se, pasan udang saus tiram, samo se jo masakan kapitiang saus padang, tang untuak kapitiang indak diagiah kok indak dimintak.","The service was indeed quick, but the food was served carelessly, like they just wanted to push them out without care. I ordered shrimp with oyster sauce, and it was just the same crab as the one with padang sauce. The pliers for the crab was also not given unless we asked."
25884,"Restoran jo konsep tampek makan yang sangaik asri, apolai kalau malam suasananyo sangai ancak jo lampu lampunyo, makanannyo juo lamak rasonyo. Cocok untuak tampek kumpua kaluarga.","A restaurant with the concept of beautiful dining experience, especially at nighttime with its lovely atmosphere thanks to their night lights. The food is just as good. Perfect for family gatherings."
25885,Partamo cubo dek ulasan babarapo urang tapi kironyo rasonyo biaso se. Sapiriang 30 ribu. Payah cari tampek duduak.,"First tried this because of other people's reviews, but turns out the taste was nothing special. 30 thousand for a plate. Seat was hard to find"
25886,"Tadi keceknyo suruah tunggu se sampai sms ditarimo, lah saharian ndak ado jo!","I was told to just wait for the SMS, it's been a day and I still got nothing!"
25887,Saatnyo mambuek karya visual 360 derajat jo samsung! Ikuikan langkah mudah di video ko.,Time to make your own 360 degrees visual work with Samsung! Follow the easy steps in this video.
25888,"Keceknyo detil aroma chamomile, tapi kok baunnyo ndak lamak giko sih","The description said chamomile aroma, but why does it stink so bad?"
25889,Awak sangaik pueh jo spesifikasi laptop asus,I'm very satisfied with the specs of Asus' laptop.
25890,Baakhia pakan nan manyanangan basamo kaluarga di tampek nan fasilitasnyo mamadai dan harago manenggang. Liburan makin manyanangan jo adonyo parak stoberi nan bisa mamatiak langsuang dari paraknyo.,Fun weekend with the family in a place with satisfactory facilities and affordable price. Our vacation became more fun with the strawberry grove where we can pick strawberries straight from the field.
25891,Mohon parhatiannyo admin. Jaringan di cileungsi bogor sangaik buruak kualitasnyo. Padohal bayianyo maha.,"Please hear us, Admin. The connection quality in Celeungsi Bogor is really bad. Even though we've paid a lot for this"
25892,"Makanannyo lamak: ayam goreang, tumis taruang, sup ikan, tempe goreang, lado. Pelayanannyo rancak lo.","The food's yummy: fried chicken, sauteed eggplant, fish soup, fried tempeh, sambal. The services are lovely, too."
25893,"Patamo kali ka tampek iko, reservasi dan dapek nomor 3. Mintak tampek di lantai bawah sahinggo ndak paralu naiak janjang dek ado nan lutuiknyo sadang sakik. Manunggu hampia 40 minik tanpa kapastian. Awak batalan. Tadinyo ndak nio agiah rating 1 dek emang mungkin rami dan parmintaan awak khusus, jadi sulik. Eh uninyo malah mambuduik.","First time to this place, I had reserved and got number 3. I asked for a spot on the lower ground so we didn't have to take the stairs because one of my mates had sore knees. Made to wait almost 40 minutes without any certainty. I ended up cancelling. At first I didn't want to give a 1-star rating because maybe it was just that crowded and my special request was too much to ask for. But, the waitress' rude attitude was the last straw."
25894,Hasil quick count pilkada sarantak 2018 diwarnai banyak kejutan.,The results of the Simultaneus Regional Elections quick count is full of surprises
25895,Pamandangan rancak untuak santai basamo di sore hari jo malam hari. Makanan cukuik baragam dan lamak.,Nice landscape to relax together in the afternoon and at nighttime. enough.
25896,Awak ko sanak istri wak sadang maabiahan wakatu di palembang. Awak mancari tampek makan dan basoboklah bakmi jogya. Satalah masuak takajuiklah karano awak harus mancari tampek duduak dan mancari tampek nan kosong awak alah talantar salamo 35 mini. Satalah mamasan dengan menu mi godok. Awak manunggunyo sajam dan iko mambuek awak hilang salero makan itu pun ditanyoan ka tukang masak,"Me and my wife's relative were spending time in Palembang. I looked for a place to eat and found Bakmi Jogya. When we got in, we were surprised, because we spent 35 minutes stranded while looking for an empty seat. After we ordered a mi godok, we had to wait for another hour and by then I've lost my appetite completely. I even asked the cook about my food."
25897,"Tampek tiduanyo kumuah, bantanyo baun sado... buek badan jadi gata kayak banyak hewannyo, jadi ndak bisa lalok lamak.","The bed's filthy, the pillows all stink...makes your body itchy like there's a lot of animals, can't sleep well at all"
25898,Perjalanan malam ko mamanekan bana.,This night trip's really exhausting.
25899,"Awak ka siko basamo babarapo kawan untuak makan siang. Akses jalan ka lokasi kafe ko sangaik sampik dan terjal, sampai babarapo bagian rusak. Kami mamasan babarapo menu makanan. Siap manunggu cukuik lamo, pas makanan tibo raso dan tampilannyo mengecewaan. Tanyato rasonyo juo mangecewaan.","I came here with some friends to have lunch. The access road to the cafe's location was so narrow and steep, some parts were even damaged. We ordered a few things. After waiting for a long time the food arrived and the taste as well as the presentation were disappointing. Turns out the taste wasn't up to par."
25900,Sasuai namonyo creative space kafe sahinggo banyak karya seni nan bisa dinikmati di dalamnyo dan babarapo patuang di bawah. Sadangkan di ateh ado kafe dengan desain nan menarik dan cocok dikunjuangan di sore ari. Tampeknyo nan barado di lokasi tinggi mambuek tampek ko punyo pamandangan yang rancak.,"Just like its name, Creative Space Cafe, there are several artworks that we can enjoy and several sculptures downstairs. Upstairs is a cafe with interesting design that is perfect to visit in the afternoon. It's located on a higher ground, making for a breathtaking scenery"
25901,Salamaik siang urang miskin. Samoga kalian capek mati atau makin miskin dan sansaro.,Good afternoon poor people. I hope you die soon or get even poorer and suffer more
25902,Gojek ka mulai mambukak layanan nyo di babarapo negara asia tenggara.,Gojek will start offering their services in a few SEA countries.
25903,Picayokah masyarakat indonesia jo karangan apak polisi nan terhormat ko? Nan keceknyo alah sobok jo pemotornyo? Silakan anda nilai mangarang di bawah ko. Dapek nilai bara?,Do Indonesians believe the story of this oh-so-esteemed police officer? That claims to have met the biker? You be the judge of his make-believe story. Does he pass with flying colors?
25904,Bandung di-ma macet. Jatinangor bantuak tol brexit lo. Bisa pingsan dalam oto dek lama manunggu.,There are traffic in Bandung everywhere. Jatinangor feels like the Brexit toll. I might faint in my car because I'm waiting too long
25905,"Wakatu kami tibo kami dalam daftar tunggu, walau banyak tasadio kursi kosong, mungkin beberapa indak tapakai, namun staf tatap ramah walau ado beberapa palanggan yang indak sanang jo manunggu sambia maliek banyak kursi yang kosong. Pasan makanan di balakan restoran, dan menunyo lumayan lamak bagi kami. Iko kunjungan kaduo kami, dan ceik hal yang manganaan kami adolah panjua balon.","When we arrived, we were put in the waiting list, even though there were many empty seats, maybe some were not used, but the staff stayed kind despite some unhappy customers who didn't wanna wait because they saw those empty seats. Food can be ordered in the back of the restaurant, and the menu was quite tasty for us. This was our second visit, and the one thing we remembered from this place was the balloon seller."
25906,"Kwetiauw goreang jo teh tarik jadi piliahan makanan awak di siko, meskipun ado babarapo nan masan mi yamin, ang buliah cubo lo nasi goreangnyo.","The fried Kwetiaw and Teh Tarik is my go-to choice of meal here, though there are plenty of people who order the Mie Yamin here as well, you may also try their fried rice."
